compound,normalized_compound_name,associated_axis,axis_assignment_score,axis_assignment_margin,axis_counts,supporting_query_sets,support_count,support_count_main_axes,main_supporting_gene_set,main_supporting_gene_set_score,best_adjusted_p,best_combined_score,best_rank,best_term,best_library,indicative_mechanism,indicative_drug_class,mechanism_interpretability_score,translational_caution_category,translational_suitability_score,include_in_main_axis_pool,note,enrichment_support_score,cross_signature_score,axis_relevance_score,axis_assignment_confidence_score,final_score_prebbb,main_table_exclusion_reason,main_table_eligible,weak_fdr_retained_reason,final_priority_tier,BBB_layer,BBB_score,BBB_note,translational_interpretation,tool_compound_like,broad_epigenetic_modulator_like,weak_fdr_manual_review,low_cns_epilepsy_relevance,axis_preference,notes,was_v2_top_priority_clue,weighted_pre_penalty_score_v21,v21_component_enrichment_support_score,v21_component_cross_signature_score,v21_component_axis_relevance_score,v21_component_mechanism_interpretability_score,v21_component_translational_suitability_score,v21_component_axis_assignment_confidence_score,weak_fdr_penalty_value,single_signature_penalty_value,tool_compound_penalty_value,low_cns_epilepsy_relevance_penalty_value,total_penalty_v21,final_score_v21,v21_penalty_reasons,lead_layer_v21,v21_evidence_tier,v21_layer_reason
DL-Methamphetamine,DL-Methamphetamine,THRB,0.5088377820937173,0.5088377820937173,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,87.91601919409594,30,DL-Methamphetamine BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0384555239787377,1.0,1.0,1.0,0.4875366571936214,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5176911047957475,0.007691104795747541,0.18,0.16,0.024,0.026000000000000002,0.12,0.12,0.0,0.2,0.18,0.5,0.017691104795747536,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
ketamine,ketamine,THRB,0.5061948592177985,0.5061948592177985,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,79.3220921121178,32,ketamine BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0342153478097917,1.0,1.0,1.0,0.4862646043429375,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5168430695619584,0.00684306956195834,0.18,0.16,0.024,0.026000000000000002,0.12,0.12,0.0,0.2,0.18,0.5,0.016843069561958357,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
dextroamphetamine,dextroamphetamine,THRB,0.4980027989496751,0.4980027989496751,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1573604219257898,0.2142252873387509,53.384759293029546,41,dextroamphetamine BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,controlled_or_abuse_liability_caution,0.1,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0209628895893328,1.0,1.0,0.9980027989496753,0.4821290907927738,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5139529137918276,0.00419257791786656,0.18,0.16,0.024,0.026000000000000002,0.11976033587396102,0.12,0.0,0.2,0.18,0.5,0.013952913791827615,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
MPTP,MPTP,THRB,0.5094256376051407,0.5094256376051407,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,89.82753445091376,29,MPTP BOSS,DSigDB,未自动识别；需人工核实,unknown,0.3,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0393986506030644,1.0,1.0,1.0,0.4808195951809193,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5048797301206129,0.00787973012061288,0.18,0.16,0.024,0.013000000000000001,0.12,0.12,0.0,0.2,0.18,0.5,0.004879730120612935,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
doxorubicin,doxorubicin,NFE2L2,0.3544793818296634,0.3544793818296634,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.239491603572781,7.318122503696737e-09,67.07849230561108,28,doxorubicin PC3 DOWN,DSigDB,broad_cytotoxic/topoisomerase,broad_cytotoxic/topoisomerase,0.65,oncology_or_broad_cytotoxic_caution,0.15,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1381381108375934,0.5,1.0,0.8544793818296634,0.4817997837976511,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.47116514798707826,0.02762762216751868,0.09,0.16,0.052000000000000005,0.039,0.1025375258195596,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
acetaminophen,acetaminophen,NFE2L2,0.3441573119894651,0.3441573119894651,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2346590067528161,2.0124572281229413e-08,43.51431354285575,31,acetaminophen CTD 00005295,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1200146879591759,0.5,1.0,0.8441573119894652,0.44053699134691,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.46430181503057105,0.02400293759183518,0.09,0.16,0.024,0.065,0.10129887743873582,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
Bisphenol A,Bisphenol A,NFE2L2,0.3475115812453377,0.3475115812453377,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2333814297684799,2.629480903092372e-08,57.06493162027592,33,Bisphenol A CTD 00000312,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1249828559258041,0.5,1.0,0.8475115812453378,0.4632957832773683,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4416979609346014,0.024996571185160823,0.09,0.16,0.052000000000000005,0.013000000000000001,0.10170138974944053,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
podophyllotoxin,podophyllotoxin,NFE2L2,0.3574899760872975,0.3574899760872975,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.230131241101709,5.19208409510357e-08,96.2368780061074,36,podophyllotoxin HL60 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1399403666773599,0.5,1.0,0.8574899760872975,0.4475813080901917,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4698868704659477,0.027988073335471982,0.09,0.16,0.024,0.065,0.1028987971304757,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
4-Hydroxytamoxifen,4-Hydroxytamoxifen,NFE2L2,0.3382537471589457,0.3382537471589457,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2183527186237036,6.111059169735387e-07,58.05959044472868,51,4-Hydroxytamoxifen CTD 00000850,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1052687060595439,0.5,1.0,0.8382537471589457,0.4356409115905788,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4606441908709823,0.021053741211908783,0.09,0.16,0.024,0.065,0.10059044965907349,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
zalcitabine,zalcitabine,NFE2L2,0.3353092573538228,0.3353092573538228,NFE2L2:1,NFE2L2_regulon_targets,1,1,NFE2L2_regulon_targets,0.2167343815228014,8.575077294143032e-07,51.83380631754573,54,zalcitabine PC3 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.100021227530363,0.5,1.0,0.8353092573538228,0.4338311088474147,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.45924135638853136,0.0200042455060726,0.09,0.16,0.024,0.065,0.10023711088245874,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
atovaquone,atovaquone,NFE2L2,0.3373365961832881,0.3373365961832881,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.2065923537716208,7.16540209254826e-06,79.4124238736978,34,atovaquone MCF7 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0999931513731985,0.5,1.0,0.8373365961832882,0.4339848731066226,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4594790218166343,0.019998630274639703,0.09,0.16,0.024,0.065,0.10048039154199458,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
carbamazepine,carbamazepine,NFE2L2,0.3338812384516906,0.3338812384516906,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.2056661898924175,8.698358089497906e-06,70.09318511365832,36,carbamazepine CTD 00005574,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0941499584483974,0.5,1.0,0.8338812384516906,0.4319554866106544,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.45789574030388236,0.01882999168967948,0.09,0.16,0.024,0.065,0.10006574861420287,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
Irinotecan hydrochloride,Irinotecan hydrochloride,NFE2L2,0.3305625317469455,0.3305625317469455,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.2048360533137494,1.0349139576205549e-05,61.01958683196402,37,Irinotecan hydrochloride CTD 00002224,DSigDB,broad_cytotoxic/topoisomerase,broad_cytotoxic/topoisomerase,0.65,oncology_or_broad_cytotoxic_caution,0.15,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0885570636749759,0.5,1.0,0.8305625317469456,0.4650121216422485,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.45837891654462865,0.017711412734995182,0.09,0.16,0.052000000000000005,0.039,0.09966750380963348,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
luteolin,luteolin,NFE2L2,0.337380547727373,0.337380547727373,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.2048360533137494,1.0349139576205549e-05,83.18956111060596,38,luteolin HL60 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0994955549730433,0.5,1.0,0.837380547727373,0.4338391103101028,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4593847767218935,0.01989911099460866,0.09,0.16,0.024,0.065,0.10048566572728476,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
chlorzoxazone,chlorzoxazone,NFE2L2,0.3254413268547914,0.3254413268547914,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.2048360533137494,1.0349139576205549e-05,44.36709128771109,39,chlorzoxazone HL60 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0803408530780426,0.5,1.0,0.8254413268547913,0.427137562071796,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4541211298381835,0.016068170615608522,0.09,0.16,0.024,0.065,0.09905295922257495,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
parthenolide,parthenolide,NFE2L2,0.3388601603688027,0.3388601603688027,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.2006990468051321,2.4603434987471232e-05,96.56127316819756,45,parthenolide HL60 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1005311765625255,0.5,1.0,0.8388601603688026,0.4342681657982619,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.45976945455676144,0.020106235312505102,0.09,0.16,0.024,0.065,0.10066321924425631,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
danazol,danazol,NFE2L2,0.3216457992212895,0.3216457992212895,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.200641364964742,2.4902305037986376e-05,40.70511794515639,46,danazol HL60 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0728946393413473,0.5,1.0,0.8216457992212896,0.4246000557401073,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.45217642377482425,0.01457892786826946,0.09,0.16,0.024,0.065,0.09859749590655474,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
primaquine,primaquine,NFE2L2,0.323424264391373,0.323424264391373,NFE2L2:1,NFE2L2_core_program,1,1,NFE2L2_core_program,0.1979844979838393,4.342830813124115e-05,51.98582574084631,53,primaquine PC3 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0748885057022253,0.5,1.0,0.8234242643913731,0.4253404928619774,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.45278861286740985,0.014977701140445061,0.09,0.16,0.024,0.065,0.09881091172696477,0.0,0.1,0.2,0.18,0.48000000000000004,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
atrazine,atrazine,THRB,0.2856133078541347,0.2856133078541347,THRB:1,THRB_core_program,1,1,THRB_core_program,0.1577554643413132,0.1972231028562379,12.280716199541082,26,atrazine CTD 00005450,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0012135804558565,0.5,1.0,0.7856133078541347,0.4212131387650877,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4095163130336675,0.00024271609117130003,0.09,0.16,0.052000000000000005,0.013000000000000001,0.09427359694249617,0.12,0.1,0.2,0.18,0.6000000000000001,0.0,weak_fdr;single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
Silica,Silica,THRB,0.2858463200987016,0.2858463200987016,THRB:1,THRB_regulon_targets,1,1,THRB_regulon_targets,0.1568527850876122,0.2382426644538736,14.90626354052444,25,Silica CTD 00006678,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0012954244502519,0.5,1.0,0.7858463200987016,0.4212563329429717,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.40956064330189457,0.00025908489005038005,0.09,0.16,0.052000000000000005,0.013000000000000001,0.09430155841184419,0.12,0.1,0.2,0.18,0.6000000000000001,0.0,weak_fdr;single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。
